Ticker,Type,Période_détail,Période,en XOF,Chiffre d'Affaires,Résultat d'Exploitation,Résultat Financier,Résultat des activités ordinaires,Résultat Hors Activités Ordinaires,Résultat Net,Total Bilan,,Produit net bancaire,Résultat Brut d'Exploitation,Coût du risque,Créances sur la clientèle,Dettes à l'égard de la clientèle,Résultat avant impôts,EBITDAal
CBIBF,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,33532,2584263,,59892,40086,-3459,1213696,1655416,36653,
CBIBF,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,33179,-,,57656,39744,-3417,-,-,36190,
CBIBF,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,27109,-,,52324,36330,-6115,-,-,30229,
CBIBF,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,22706,-,,42627,28302,-4357,-,-,25812,
CBIBF,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,16048,-,,32624,21244,-3526,-,-,17731,
CBIBF,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,13789,-,,29989,19087,-3915,-,-,15302,
CBIBF,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,11198,-,,25780,16636,-4357,-,-,12179,
CBIBF,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,10074,-,,22728,15465,-4170,-,-,11401,
CBIBF,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,,,,,17626,-,,28671,,,1259133,1714709,19073,
CBIBF,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,,,,,16646,-,,27889,,,1213319,1530235,17943,
CBIBF,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,,,,,16569,-,,28096,,,1198870,1439200,18111,
CBIBF,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,,,,,14039,-,,24238,,,1004789,1294897,15512,
CBIBF,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,,,,,12443,-,,22822,,,835389,1048685,14134,
CBIBF,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,,,,,7740,-,,14762,,,688679,722363,8830,
CBIBF,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,,,,,7524,1158706,,15648,,,619487,670409,7847,
CBIBF,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,,,,,6161,1107006,,11768,,,544036,586826,6998,
CBIBF,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,,,,,5810,-,,11078,,,-,-,6693,
CBIBF,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,,,,,49804,,,92405,-,-,1243479,1707518,53865,
CBIBF,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,,,,,48912,,,91764,-,-,1265520,1520600,51500,
CBIBF,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,,,,,43176,,,82244,57513,-8869,-,-,48658,
CBIBF,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,,,,,34737,,,64689,42913,-7219,-,-,38927,
CBIBF,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,,,,,24759,,,50309,32089,-5158,-,-,27000,
CBIBF,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,,,,,20564,,,41463,27441,-4815,-,-,23129,
CBIBF,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,,,,,19164,,,41327,-,-,598837,618932,21629,
CBIBF,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,,,,,16819,,,34080,-,-,469864,497385,18813,
CBIBF,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,,,,,13007,,,25421,-,-,-,-,14898,
CBIBF,Autres,T1,2025,* Données trimestrielles en millions de XOF,,,,,,17626,,,28671,,,,,19073,
CBIBF,Autres,S1,2025,* Données trimestrielles en millions de XOF,,,,,,33754,,,65135,42494,-5595,,,36967,
CFAC,Annuel,An,2024,* Données annuelles en XOF,158313246307,7846693699,-904823943,6941869756,24903642,4693479450,85012929523,,,,,,,,
CFAC,Annuel,An,2023,* Données annuelles en XOF,180161567179,11108927577,-776314356,10332613221,32208823,6399494092,87382395802,,,,,,,,
CFAC,Annuel,An,2022,* Données annuelles en XOF,146375310833,9880523627,-453519652,9427003975,34803949,5533563559,86632701302,,,,,,,,
CFAC,Annuel,An,2021,* Données annuelles en XOF,119731739139,9408220777,-412136759,8996084018,10009615,6710916633,66380321677,,,,,,,,
CFAC,Annuel,An,2020,* Données annuelles en XOF,99126215810,5450011658,-461636871,4988374787,21362744,3779508079,54494286602,,,,,,,,
CFAC,Annuel,An,2019,* Données annuelles en XOF,103289818986,7482882635,-417267232,7065615403,486116842,5255468516,58521584102,,,,,,,,
CFAC,Annuel,An,2018,* Données annuelles en XOF,97870689715,8327956428,-594991363,7732965065,788106927,6489294992,55583491203,,,,,,,,
CFAC,Annuel,An,2017,* Données annuelles en XOF,89981777048,5941098870,-492215661,5448883209,33057713,4067139922,58019897268,,,,,,,,
CFAC,Annuel,An,2016,* Données annuelles en XOF,65079283129,5794061784,-537350837,-,16872182,4094266129,50368555628,,,,,,,,
CFAC,Annuel,An,2015,* Données annuelles en XOF,75268877329,6177515567,-314497371,-,31642552,4630508748,59589799995,,,,,,,,
CFAC,Semestriel,S1,1ersemestre2024,* Données semestrielles en milliers de XOF,76995261,3730376,-472335,3258042,7204,2145251,,,,,,,,3265245,
CFAC,Semestriel,S1,1ersemestre2023,* Données semestrielles en milliers de XOF,91085234,6103108,-2313178,5871790,16455,3712447,,,,,,,,5888245,
CFAC,Semestriel,S1,1ersemestre2022,* Données semestrielles en milliers de XOF,64533151,4409515,-229406,4180109,19452,2720415,,,,,,,,4199561,
CFAC,Semestriel,S1,1ersemestre2021,* Données semestrielles en milliers de XOF,56857538,4903711,-166529,4737182,4280,3718656,,,,,,,,4741462,
CFAC,Semestriel,S1,1ersemestre2020,* Données semestrielles en milliers de XOF,44358902,2037327,-195817,1841509,6360,1329824,,,,,,,,1847869,
CFAC,Semestriel,S1,1ersemestre2019,* Données semestrielles en milliers de XOF,50975334,3741230,-152325,3588905,22201,2598508,,,,,,,,3611106,
CFAC,Semestriel,S1,1ersemestre2018,* Données semestrielles en milliers de XOF,48391596,4291342,-350707,3940635,-268370,2895889,,,,,,,,-,
CFAC,Semestriel,S1,1ersemestre2017,* Données semestrielles en milliers de XOF,42105453,2420327,-267522,2152805,12105,1567736,,,,,,,,-,
CFAC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en XOF,46161048347,4905673570,-194016688,4711656882,-55091264,3836406618,,,,,,,,4656565618,
CFAC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en XOF,40320709406,1967745868,-320927740,1646818128,3984847,1010141198,,,,,,,,1650802975,
CFAC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en XOF,47003983941,2496846390,-72027585,2424818805,10834902,1217413707,,,,,,,,2435653707,
CFAC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en XOF,28690078993,1068442226,-137042256,931399970,14764791,380640740,,,,,,,,946164761,
CFAC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en XOF,28548704142,3268661529,-78476832,3190184697,4320611,2753828308,,,,,,,,3194505308,
CFAC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en XOF,26201333205,2038334086,-105975063,1932359023,7054276,1432562530,,,,,,,,1939413299,
CFAC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en XOF,26007467,2223622,-77624,2146398,8083,1563471,,,,,,,,2154480,
CFAC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en XOF,25428713,2915382,-252404,2662978,24488,2153858,,,,,,,,2687466,
CFAC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en XOF,15574058,666167,-101649,564518,4852,424640,,,,,,,,569369,
CFAC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en XOF,40463427766,3127869483,-112069829,3015799654,8346863,1894806089,,,,,,,,3024146517,
CFAC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en XOF,30313663755,1990246144,-133259431,1856986713,4900686,1268245399,,,,,,,,1861887399,
CFAC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en XOF,24275538865,2010587961,-87464184,1923123777,15441101,1362597878,,,,,,,,1938564878,
CFAC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en XOF,23668063925,2054137504,-118300762,1935836742,10453069,1394992811,,,,,,,,1946289811,
CFAC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en XOF,14742728987,1157998418,-130593410,1027405008,-,703045843,,,,,,,,-,
CFAC,Autres,T1,2025,* Données trimestrielles en XOF,46161048347,4905673570,,4711656882,,3836406618,,,,,,,,4656565618,
CIEC,Annuel,An,2024,* Données annuelles en milliers de XOF,263294000,16591000,-2425000,14165000,586000,10101000,2019136000,,,,,,,,
CIEC,Annuel,An,2023,* Données annuelles en milliers de XOF,257218000,16460000,-2438000,14022000,497000,10633000,1975051000,,,,,,,,
CIEC,Annuel,An,2022,* Données annuelles en milliers de XOF,238854000,15677000,-2722000,12956000,238000,9819000,1816387000,,,,,,,,
CIEC,Annuel,An,2021,* Données annuelles en milliers de XOF,231783000,15449000,-1992000,13457000,131000,9757000,1679593000,,,,,,,,
CIEC,Annuel,An,2020,* Données annuelles en milliers de XOF,722628000,22771000,-2036000,20735000,445000,16170000,1237732000,,,,,,,,
CIEC,Annuel,An,2019,* Données annuelles en milliers de XOF,666829019,10338703,-2551534,7787169,148390,6534424,1049470379,,,,,,,,
CIEC,Annuel,An,2018,* Données annuelles en milliers de XOF,587236382,6976049,-1520370,5455679,232940,4929701,928358908,,,,,,,,
CIEC,Annuel,An,2017,* Données annuelles en milliers de XOF,593261420,3562398,-749158,2813240,334015,1986976,890899990,,,,,,,,
CIEC,Annuel,An,2016,* Données annuelles en milliers de XOF,589635477,14210307,548694,-,98047,10780309,1048196773,,,,,,,,
CIEC,Annuel,An,2015,* Données annuelles en milliers de XOF,500366889,10815241,623085,-,156533,8219879,848845496,,,,,,,,
CIEC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,113520,7243,-1238,-,,4495,,,,,,,,6326,
CIEC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,114672,7918,-1348,-,,4059,,,,,,,,6821,
CIEC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,113465,8363,-1366,-,,5391,,,,,,,,7096,
CIEC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,109101,7894,-1400,-,,4263,,,,,,,,6552,
CIEC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,333149,6165,-1547,-,,3658,,,,,,,,4722,
CIEC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,313444,5858,-1265,-,,3042,,,,,,,,4681,
CIEC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,266293,3225,-920,2305,,1956,,,,,,,,2336,
CIEC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,289965,2648,-181,2467,,1320,,,,,,,,2381,
CIEC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,268062,-,-,-,,7597,,,,,,,,11006,
CIEC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,54206,3624,-600,3024,-,2633,,,,,,,,3256,
CIEC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,52271,3002,-583,2419,-,1124,,,,,,,,2430,
CIEC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,168481,3135,-,2633,-,1717,,,,,,,,-,
CIEC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,154272,3156,-371,2785,227,1992,,,,,,,,-,
CIEC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,146076,862,-464,398,355,627,,,,,,,,-,
CIEC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,180556,11981,-2008,9973,-,6412,,,,,,,,10335,
CIEC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,175419,11484,-2029,9456,-,7029,,,,,,,,9589,
CIEC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,418454,3056,-1536,1520,644,1757,,,,,,,,2670,
CIEC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,434685,1869,-715,1153,-408,579,,,,,,,,1716,
ECOC,Annuel,An,2024,* Données annuelles en millions de XOF,,64404,,,,57477,2050681,,122316,67339,-2935,972571,1412512,,
ECOC,Annuel,An,2023,* Données annuelles en millions de XOF,,54381,,,,48071,1953299,,110189,60314,-5933,1045020,1450927,,
ECOC,Annuel,An,2022,* Données annuelles en millions de XOF,,48368,,,,44598,1901235,,99155,54150,-5782,900236,1269609,,
ECOC,Annuel,An,2021,* Données annuelles en millions de XOF,,35925,,,,34304,1677707,,90545,47899,-11974,753306,1087751,,
ECOC,Annuel,An,2020,* Données annuelles en millions de XOF,,32113,,,,30018,1602345,,86521,42917,-10804,623758,978576,,
ECOC,Annuel,An,2019,* Données annuelles en millions de XOF,,28025,,,,25365,1494457,,83400,39343,-11318,660733,802361,,
ECOC,Annuel,An,2018,* Données annuelles en millions de XOF,,21488,,,,20707,1467881,,84822,38920,-17431,754938,868925,,
ECOC,Annuel,An,2017,* Données annuelles en millions de XOF,,-,,,,22835,1481553,,74117,33100,-6519,675016,862945,,
ECOC,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,21898,1332410,,69997,-,-,554037,739976,,
ECOC,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,16961,1071489,,65390,-,-,560005,722295,,
ECOC,Semestriel,S1,1ersemestre2025,* Données semestrielles en millions de XOF,,,,,,28904,1901180,,62842,34679,-700,924920,1524628,33979,
ECOC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,,,,,25394,1854163,,58785,33053,-2406,1014589,1282959,30647,
ECOC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,,,,,23922,1820797,,53158,30768,-3171,941657,1319125,27597,
ECOC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,,,,,17726,1641965,,45650,24874,-6648,731371,1287720,18579,
ECOC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,,,,,14740,1550394,,42268,22525,-6312,576562,1154668,16390,
ECOC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,,,,,12489,1374237,,39079,17901,-6043,557933,873043,12489,
ECOC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,,,,,12886,-,,40239,18590,-4153,628454,809974,14437,
ECOC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,,,,,11790,-,,41662,18867,-3307,634550,972566,15560,
ECOC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,,,,,10200,-,,35636,15016,-1717,622422,806249,13299,
ECOC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,-,,,,13258,2052696,,29738,-,-454,984547,1526362,15459,
ECOC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,-,,,,12404,1953547,,28082,-,-1083,1018653,1424978,14453,
ECOC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,-,,,,11510,1748380,,25769,-,-1094,893354,1265113,13260,
ECOC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,8970,,,,8493,1566368,,21245,11100,-2130,664979,1101514,8992,
ECOC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,8826,,,,8481,-,,22653,12521,-3695,583345,959494,9003,
ECOC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,5740,,,,5062,-,,19798,8814,-2443,629936,952896,6371,
ECOC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,-,,,,6388,-,,19327,8433,-1491,675920,855966,6942,
ECOC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,-,,,,4969,-,,18933,-,-1327,-,-,6523,
ECOC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,-,,,,4577,-,,16923,-,-641,-,-,6042,
ECOC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,-,,,,38491,1754771,,86623,-,-1530,896426,1237868,45023,
ECOC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,-,,,,36296,1740673,,79715,-,-3970,911236,1258038,41649,
ECOC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,29887,,,,28386,1683893,,70099,38764,-8877,751965,1152737,30250,
ECOC,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,26066,,,,24389,-,,65312,35155,-9089,-,-,25582,
ECOC,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,22237,,,,22856,-,,62295,30052,-7815,-,-,22934,
ECOC,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,20996,,,,17986,-,,60606,27264,-6268,-,-,20996,
ECOC,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,16266,,,,12200,-,,60886,26804,-10538,-,-,16266,
ECOC,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,-,,,,16672,-,,56369,25764,-4250,-,-,21706,
ECOC,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,-,,,,14571,-,,51634,21536,-2598,-,-,18884,
ECOC,Autres,T1,2025,* Données trimestrielles en millions de XOF,,-,,,,13258,,,29738,-,-454,,,15459,
ECOC,Autres,S1,2025,* Données trimestrielles en millions de XOF,,,,,,28904,,,62842,34679,-700,,,33979,
ETIT,Annuel,An,2024,* Données annuelles en millions de XOF,,399354,,,,299706,17650776,,1268402,595831,-,6255123,12895459,,
ETIT,Annuel,An,2023,* Données annuelles en millions de XOF,,376759,,,,246811,16164541,,1251677,576877,-,6258455,11857060,,
ETIT,Annuel,An,2022,* Données annuelles en millions de XOF,,347754,,,,228750,17837510,,1161428,492148,-,6766766,12800148,,
ETIT,Annuel,An,2021,* Données annuelles en millions de XOF,,265036,,,,198151,15962697,,974058,-,-,5545961,11417190,,
ETIT,Annuel,An,2020,* Données annuelles en millions de XOF,,194489,,,,50837,13866171,,966891,-,-,4939295,9780795,,
ETIT,Annuel,An,2019,* Données annuelles en millions de XOF,,243282,,,,161047,13804166,,950264,321515,-78233,5416642,9486164,,
ETIT,Annuel,An,2018,* Données annuelles en millions de XOF,,199532,,,,138487,12891547,,1014373,390374,-190842,5207096,9129546,,
ETIT,Annuel,An,2017,* Données annuelles en millions de XOF,,159944,,,,126656,12268963,,1014872,387756,-227812,5118283,8315427,,
ETIT,Annuel,An,2016,* Données annuelles en millions de XOF,,-,,,,-122464,12763796,,1178443,-,-,5762026,8398888,,
ETIT,Annuel,An,2015,* Données annuelles en millions de XOF,,-,,,,107464,23553919,,1251145,-,-,6748367,9897831,,
ETIT,Semestriel,S1,1ersemestre2025,* Données semestrielles en millions de XOF,,239574,,,,167593,,,671278,341544,-101970,,,239574,
ETIT,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,,196521,,,,137814,,,602720,279820,-83299,,,196521,
ETIT,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,,224700,,,,130830,,,629215,-,-62740,,,186899,
ETIT,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,,171281,,,,111265,,,545943,-,-69106,,,156805,
ETIT,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,,126877,,,,83809,,,448679,-,-58372,,,114318,
ETIT,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,,107189,,,,76772,,,459216,-,-57707,,,101446,
ETIT,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,,118076,,,,95660,,,450397,-,-33250,,,118079,
ETIT,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,,119479,,,,94672,,,511649,-,-75526,,,119550,
ETIT,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,,88469,,,,72076,,,532357,-,-121159,,,88324,
ETIT,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,,119951,,,,89706,,,601726,-,-94993,,,119976,
ETIT,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,,-,,,,74009,17522800,,311941,150942,-45215,,,105727,
ETIT,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,,90725,,,,63453,16094656,,299667,138461,-47736,,,90725,
ETIT,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,,83137,,,,53542,17320775,,295314,-,-43099,,,76455,
ETIT,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,,77526,,,,53801,15998306,,254855,-,-29478,,,73099,
ETIT,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,,59497,,,,46185,14319947,,222720,-,-31154,,,59508,
ETIT,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,,54260,,,,40187,13900676,,233826,-,-25150,,,53747,
ETIT,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,,-,,,,48835,12699131,,224240,-,-,,,59221,
ETIT,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,,-,,,,48481,11929126,,247347,-,-,,,58999,
ETIT,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,,-,,,,37429,12542080,,261110,-,-,,,45869,
ETIT,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,,296514,,,,205860,-,,898105,-,-112155,,,296536,
ETIT,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,,288451,,,,190097,-,,919328,-,-136873,,,272457,
ETIT,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,,268315,,,,172184,-,,836518,-,-81979,,,247386,
ETIT,Trimestriel,T3,3èmetrimestre2021,* Données trimestrielles en millions de XOF,,209492,,,,140454,-,,693709,-,-80059,,,193097,
ETIT,Trimestriel,T3,3èmetrimestre2020,* Données trimestrielles en millions de XOF,,164912,,,,15809,-,,708863,-,-94516,,,146153,
ETIT,Trimestriel,T3,3èmetrimestre2019,* Données trimestrielles en millions de XOF,,176882,,,,127310,13597389,,682441,-,-52564,,,176801,
ETIT,Trimestriel,T3,3èmetrimestre2018,* Données trimestrielles en millions de XOF,,-,,,,139093,12394563,,769074,-,-,,,176941,
ETIT,Trimestriel,T3,3èmetrimestre2017,* Données trimestrielles en millions de XOF,,-,,,,104325,-,,744732,124942,-,,,124821,
ETIT,Trimestriel,T3,3èmetrimestre2016,* Données trimestrielles en millions de XOF,,-,,,,126315,-,,841892,165552,-,,,165322,
ETIT,Autres,T1,2025,* Données trimestrielles en millions de XOF,,-,,,,74009,,,311941,150942,-45215,,,105727,
ETIT,Autres,S1,2025,* Données trimestrielles en millions de XOF,,239574,,,,167593,,,671278,341544,-101970,,,239574,
FTSC,Annuel,An,2024,* Données annuelles en milliers de XOF,30694517,-882181,5222667,4340485,18862687,18595275,61061747,,,,,,,,
FTSC,Annuel,An,2023,* Données annuelles en milliers de XOF,38214972,1601400,1832610,3434010,10000,3075972,50701178,,,,,,,,
FTSC,Annuel,An,2022,* Données annuelles en milliers de XOF,45464126,-203064,982869,779803,-591320,153483,54851509,,,,,,,,
FTSC,Annuel,An,2021,* Données annuelles en milliers de XOF,41473743,-1048574,215572,-833001,-429334,-1276336,53741474,,,,,,,,
FTSC,Annuel,An,2020,* Données annuelles en milliers de XOF,39020184,30688,1056979,1087667,3509500,3551668,53788997,,,,,,,,
FTSC,Annuel,An,2019,* Données annuelles en milliers de XOF,40436698,2192357,-17764,2174593,5191,1855141,51051574,,,,,,,,
FTSC,Annuel,An,2018,* Données annuelles en milliers de XOF,43898979,2260417,-559793,1700624,16957,1682581,56064645,,,,,,,,
FTSC,Annuel,An,2017,* Données annuelles en milliers de XOF,46320367,2982073,-469711,2512362,14744,2492106,58000496,,,,,,,,
FTSC,Annuel,An,2016,* Données annuelles en milliers de XOF,40188913,2157441,336945,2494386,-3653,2455733,54488990,,,,,,,,
FTSC,Annuel,An,2015,* Données annuelles en milliers de XOF,46758815,3314092,597168,3911260,52915,3929175,57476312,,,,,,,,
FTSC,Semestriel,S1,1ersemestre2024,* Données semestrielles en millions de XOF,12099,-1300,5459,4159,18,3133,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2023,* Données semestrielles en millions de XOF,19630,306,3169,3475,10,2612,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2022,* Données semestrielles en millions de XOF,19485,-743,1012,268,0,201,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2021,* Données semestrielles en millions de XOF,18227,-79,53,-26,-92,-136,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2020,* Données semestrielles en millions de XOF,17077,-677,1501,824,0,744,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2019,* Données semestrielles en millions de XOF,17735,20,267,287,2,254,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2018,* Données semestrielles en millions de XOF,19656,107,-132,-25,1,-59,,,,,,,,-,
FTSC,Semestriel,S1,1ersemestre2017,* Données semestrielles en millions de XOF,20974,592,436,1028,16,1009,,,,,,,,1044,
FTSC,Semestriel,S1,1ersemestre2016,* Données semestrielles en millions de XOF,18433,-124,178,54,-16,-,,,,,,,,38,
FTSC,Trimestriel,T1,1ertrimestre2025,* Données trimestrielles en millions de XOF,5745,-78,,-,,,,,,,,,,-144,
FTSC,Trimestriel,T1,1ertrimestre2024,* Données trimestrielles en millions de XOF,5372,204,,-,,,,,,,,,,25,
FTSC,Trimestriel,T1,1ertrimestre2023,* Données trimestrielles en millions de XOF,10854,308,,-,,,,,,,,,,139,
FTSC,Trimestriel,T1,1ertrimestre2022,* Données trimestrielles en millions de XOF,10935,-103,,-,,,,,,,,,,-382,
FTSC,Trimestriel,T1,1ertrimestre2021,* Données trimestrielles en millions de XOF,9921,322,,-,,,,,,,,,,204,
FTSC,Trimestriel,T1,1ertrimestre2020,* Données trimestrielles en millions de XOF,9531,475,,-,,,,,,,,,,346,
FTSC,Trimestriel,T1,1ertrimestre2019,* Données trimestrielles en millions de XOF,10540,232,,-,,,,,,,,,,12,
FTSC,Trimestriel,T1,1ertrimestre2018,* Données trimestrielles en millions de XOF,11736,372,,-,,,,,,,,,,125,
FTSC,Trimestriel,T1,1ertrimestre2017,* Données trimestrielles en millions de XOF,11806,610,,-,,,,,,,,,,621,
FTSC,Trimestriel,T1,1ertrimestre2016,* Données trimestrielles en millions de XOF,10517,-,,211,,,,,,,,,,106,
FTSC,Trimestriel,T3,3èmetrimestre2024,* Données trimestrielles en millions de XOF,18486,-1104,5236,4132,13,-,,,,,,,,4144,
FTSC,Trimestriel,T3,3èmetrimestre2023,* Données trimestrielles en millions de XOF,27095,1062,3016,4078,10,-,,,,,,,,4088,
FTSC,Trimestriel,T3,3èmetrimestre2022,* Données trimestrielles en millions de XOF,26393,-583,558,-25,-202,-,,,,,,,,-227,
