Ticker,Date,Variation,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total
BICC M,2012-09,0.28,5436500,3600,1550,36000,155
BICC M,2012-08,-2.97,32914100,3590,9150,35900,915
BICC M,2012-07,2.49,21102030,3700,5760,37000,576
BICC M,2012-06,3.14,23869200,3610,6630,36100,663
BICC M,2012-05,-2.78,19069000,3500,5400,35000,540
BICC M,2012-04,-2.7,14229890,3600,3860,36000,386
BICC M,2012-03,12.09,6669750,3700,1790,37000,179
BICC M,2012-02,3.0,8910635,3301,2730,33005,273
BICC M,2012-01,0.16,47350000,3205,15230,32050,1523
BICC M,2011-12,6.67,20609500,3200,6910,32000,691
BICC M,2011-11,-14.29,60931065,3000,20190,30000,2019
BICC M,2011-10,11.29,6405000,3500,1830,35000,183
BICC M,2011-09,-15.0,135471850,3145,37510,31450,3751
BICC M,2011-08,5.71,38376390,3700,11190,37000,1119
BICC M,2011-07,-5.41,35309000,3500,9550,35000,955
BICC M,2011-06,-7.5,10677740,3700,2830,37000,283
BICC M,2011-05,5.26,3320000,4000,830,40000,83
BICC M,2011-02,-5.0,1198000,3800,310,38000,31
BICC M,2011-01,0.0,72001100,4000,17660,40000,1766
BICC M,2010-12,1.27,70825065,4000,17900,40000,1790
BICC M,2010-11,-0.25,21472300,3950,5390,39495,539
BICC M,2010-10,4.21,17351760,3960,4350,39600,435
BICC M,2010-09,0.0,57624950,3800,14760,38000,1476
BICC M,2010-08,2.67,40730730,3800,10830,38000,1083
BICC M,2010-07,11.81,31691600,3701,9240,37010,924
BICC M,2010-06,-15.13,23760250,3310,7050,33100,705
BICC M,2010-05,2.63,29545500,3900,7660,39000,766
BICC M,2010-04,4.11,55723175,3800,15530,38000,1553
BICC M,2010-03,10.57,50154565,3650,14620,36500,1462
BICC M,2010-02,13.83,22313085,3301,7350,33005,735
BICC M,2010-01,-10.05,96633430,2900,33520,28995,3352
BICC M,2009-12,15.14,26728485,3224,8910,32235,891
BICC M,2009-11,-6.64,76076505,2800,25670,28000,2567
BICC M,2009-10,1.66,59854055,2999,20600,29990,2060
BICC M,2009-09,-1.99,238751280,2950,82640,29500,8264
BICC M,2009-08,3.79,48203315,3010,16470,30100,1647
BICC M,2009-07,-3.97,50904720,2900,16980,29000,1698
BICC M,2009-06,11.85,43511970,3020,15450,30200,1545
BICC M,2009-05,0.0,53789340,2700,17700,27000,1770
BICC M,2009-04,-17.93,23192775,2700,7890,27000,789
BICC M,2009-03,21.85,36128545,3290,12030,32900,1203
BICC M,2009-02,8.0,14582575,2700,5750,27000,575
BICC M,2009-01,0.0,13879000,2500,5550,25000,555
BICC M,2008-12,0.0,88641000,2500,37820,25000,3782
BICC M,2008-11,-16.67,32646000,2500,12740,25000,1274
BICC M,2008-10,-14.29,43771500,3000,13080,30000,1308
BICC M,2008-09,-2.78,13519000,3500,3800,35000,380
BICC M,2008-08,2.8,23319785,3600,6470,36000,647
BICC M,2008-07,0.06,269899945,3502,81280,35015,8128
BICC M,2008-06,1.13,285291500,3500,81470,35000,8147
BICC M,2008-05,6.13,52426435,3461,14960,34605,1496
BICC M,2008-04,3.52,6853335,3261,2120,32605,212
BICC M,2008-03,4.93,7626735,3150,2510,31500,251
BICC M,2008-02,0.07,1650335,3002,550,30015,55
BICC M,2008-01,0.0,21962660,3000,1290650,30000,129065
BICC M,2007-12,-0.07,503582130,3000,167860,30000,16786
BICC M,2007-11,0.07,280059730,3002,93340,30015,9334
BICC M,2007-10,0.0,444089635,3000,148030,29995,14803
BICC M,2007-09,-6.25,19028000,3000,6030,30000,603
BICC M,2007-08,0.0,162504000,3200,53910,32000,5391
BICC M,2007-07,14.29,345921650,3200,131750,32000,13175
BICC M,2007-06,7.69,33348925,2800,12490,28000,1249
BICC M,2007-05,44.36,18905280,2600,8480,26000,848
BICC M,2007-04,-5.21,9522975,1801,5290,18005,529
BICC M,2007-03,0.0,4370000,1900,2300,19000,230
BICC M,2007-02,-4.67,25946675,1900,13310,19000,1331
BICC M,2007-01,0.0,1753400,1993,880,19925,88
BICC M,2006-12,7.73,7739000,1993,4150,19925,415
BICC M,2006-11,2.78,30441675,1850,16660,18500,1666
BICC M,2006-10,-10.0,18623500,1800,10150,18000,1015
BICC M,2006-09,-6.98,4840000,2000,2420,20000,242
BICC M,2006-08,-6.52,6103595,2150,2850,21500,285
BICC M,2006-07,5.5,4396745,2300,1910,22995,191
BICC M,2006-06,-0.05,11976735,2180,5490,21800,549
BICC M,2006-05,1.16,14884510,2181,6720,21805,672
BICC M,2006-04,0.28,10783690,2156,5010,21555,501
BICC M,2006-03,-6.52,879081500,2150,403380,21500,40338
BICC M,2006-02,-2.13,387332230,2300,180700,23000,18070
BICC M,2006-01,-12.96,11477905,2350,4440,23495,444
BICC M,2005-12,11.57,5311950,2700,1990,27000,199
BICC M,2005-11,8.04,5252250,2420,2310,24200,231
BICC M,2005-10,-0.44,56224000,2240,25100,22400,2510
BICC M,2005-09,-1.79,9360670,2250,4080,22500,408
BICC M,2005-08,-0.39,6536185,2291,2850,22905,285
BICC M,2005-07,0.0,8671000,2300,3770,23000,377
BICC M,2005-06,-11.54,29769450,2300,12740,23000,1274
BICC M,2005-05,-11.71,19955980,2600,7490,26000,749
BICC M,2005-04,-0.17,2358350,2945,800,29445,80
BICC M,2005-03,-1.5,18590485,2950,6470,29500,647
BICC M,2004-12,19.8,11198075,2995,4070,29950,407
BICC M,2004-10,0.0,2150000,2500,860,25000,86
BICC M,2004-09,-24.24,220657950,2500,1588590,25000,158859
BICC M,2004-02,0.0,165000,3300,50,33000,5
BICC M,2004-01,-9.09,53548500,3300,15950,33000,1595
BICC M,2003-12,15.24,33556300,3630,10590,36300,1059
BICC M,2003-11,3.28,110596500,3150,35110,31500,3511
BICC M,2003-10,0.0,7716500,3050,2530,30500,253
BICC M,2003-09,19.89,164994480,3050,54340,30500,5434
BICC M,2003-08,-7.49,6283680,2544,2470,25440,247
BICC M,2003-07,0.0,137500,2750,50,27500,5
BICC M,2003-06,-16.72,1457500,2750,530,27500,53
BICC M,2003-04,43.5,10236220,3302,3200,33015,320
BICC M,2003-03,-32.32,690150,2301,300,23005,30
BICC M,2002-12,74.18,15505600,3400,6560,34000,656
BICC M,2002-11,15.5,4495800,1952,2600,19520,260
BICC M,2002-10,0.0,1740185,1690,1030,16895,103
BICC M,2002-09,0.0,405600,1690,240,16900,24
BICC M,2002-08,-0.71,169000,1690,100,16900,10
BICC M,2002-07,-8.49,966200,1702,540,17020,54
BICC M,2002-05,-7.0,93432000,1860,50230,18600,5023
BICC M,2002-04,-9.54,3047411700,2000,1523700,20000,152370
BICC M,2002-03,-14.43,232177110,2211,105010,22110,10501
BICC M,2001-12,43.56,27871170,2584,11710,25835,1171
BICC M,2001-11,0.0,2538000,1800,1410,18000,141
BICC M,2001-10,0.0,990000,1800,550,18000,55
BICC M,2001-09,0.0,1188000,1800,660,18000,66
BICC M,2001-08,0.0,52308000,1800,29060,18000,2906
BICC M,2001-07,0.0,9207000,1800,5110,18000,511
BICC M,2001-06,0.0,28296000,1800,15720,18000,1572
BICC M,2001-05,5.88,19423500,1800,10800,18000,1080
BICC M,2001-04,8.07,24329455,1700,15200,17000,1520
BICC M,2001-03,-7.47,4843300,1573,3080,15725,308
BICC M,2001-02,0.0,1870000,1700,1100,17000,110
BICC M,2001-01,0.0,391000,1700,230,17000,23
BICC M,2000-12,-3.41,1121500,1700,650,17000,65
BICC M,2000-11,-2.22,2188105,1760,1230,17600,123
BICC M,2000-10,0.0,1494000,1800,830,18000,83
BICC M,2000-09,-10.0,5144790,1800,2850,18000,285
BICC M,2000-08,0.0,142060000,2000,71030,20000,7103
BICC M,2000-07,0.0,53880000,2000,26940,20000,2694
BICC M,2000-06,0.0,39520000,2000,19760,20000,1976
BICC M,2000-05,0.0,17040000,2000,8520,20000,852
BICC M,2000-04,0.0,245240000,2000,122620,20000,12262
BICC M,2000-03,0.0,41340000,2000,20670,20000,2067
BICC M,2000-02,0.0,58220000,2000,29110,20000,2911
BICC M,2000-01,-19.03,49340000,2000,24670,20000,2467
BICC M,1999-12,23.5,55230000,2470,26720,24700,2672
BICC M,1999-11,0.0,33943320,2000,16970,20000,1697
BICC M,1999-10,0.0,146000000,2000,73000,20000,7300
BICC M,1999-09,0.0,51460000,2000,25730,20000,2573
BICC M,1999-08,17.65,624462645,2000,313260,20000,31326
BICC M,1999-07,-5.56,15483435,1700,9090,17000,909
BICC M,1999-06,1.18,32693010,1800,18960,18000,1896
BICC M,1999-05,-0.61,9084405,1779,5100,17785,510
BICC M,1999-04,-8.21,20120880,1790,10590,17900,1059
BICC M,1999-03,1.56,42955700,1950,22220,19500,2222
BICC M,1999-02,-4.0,17507300,1920,9100,19200,910
BICC M,1999-01,-9.09,24275000,2000,12210,20000,1221
BICC M,1998-12,-24.4,237250665,2200,104220,22000,10422
BICC M,1998-11,-14.41,3499000,2910,1150,29095,115
BICC M,1998-10,0.0,46988000,3400,13820,34000,1382
BICC M,1998-09,,7872000,3400,2330,34000,233
BNBC M,2025-09,-8.43,28046470,1630,16754,1630,16754
BNBC M,2025-08,36.92,99200030,1780,56757,1780,56757
BNBC M,2025-07,8.33,40436810,1300,31745,1300,31745
BNBC M,2025-06,10.09,35410600,1200,31367,1200,31367
BNBC M,2025-05,6.86,39544000,1090,38282,1090,38282
BNBC M,2025-04,-3.77,36345615,1020,38143,1020,38143
BNBC M,2025-03,-4.5,23383355,1060,22873,1060,22873
BNBC M,2025-02,7.25,8632305,1110,8501,1110,8501
BNBC M,2025-01,-2.82,4485105,1035,4474,1035,4474
BNBC M,2024-12,-11.25,6432190,1065,6181,1065,6181
BNBC M,2024-11,3.9,4787080,1200,4405,1200,4405
BNBC M,2024-10,7.44,15486735,1155,14044,1155,14044
BNBC M,2024-09,-20.66,10463125,1075,8431,1075,8431
BNBC M,2024-08,24.31,16893345,1355,14464,1355,14464
BNBC M,2024-07,9.0,8521855,1090,8478,1090,8478
BNBC M,2024-06,2.56,6173650,1000,6353,1000,6353
BNBC M,2024-05,-25.0,13188535,975,12803,975,12803
BNBC M,2024-04,4.42,18113665,1300,14411,1300,14411
BNBC M,2024-03,11.16,3761755,1245,3352,1245,3352
BNBC M,2024-02,-22.76,3478600,1120,2791,1120,2791
BNBC M,2024-01,45.0,29102010,1450,25677,1450,25677
BNBC M,2023-12,-4.76,16403790,1000,16061,1000,16061
BNBC M,2023-11,-37.87,12867980,1050,10624,1050,10624
BNBC M,2023-10,-3.43,3962295,1690,2189,1690,2189
BNBC M,2023-09,-8.85,12184350,1750,6425,1750,6425
BNBC M,2023-08,-10.7,44606255,1920,21977,1920,21977
BNBC M,2023-07,8.04,21171510,2150,10054,2150,10054
BNBC M,2023-06,2.58,16477705,1990,8909,1990,8909
BNBC M,2023-05,2.11,7007195,1940,3770,1940,3770
BNBC M,2023-04,-1.3,12495535,1900,6360,1900,6360
BNBC M,2023-03,5.48,22874800,1925,11664,1925,11664
BNBC M,2023-02,-4.45,41297670,1825,21874,1825,21874
BNBC M,2023-01,-4.5,12778505,1910,6802,1910,6802
BNBC M,2022-12,-4.76,3104950,2000,1648,2000,1648
BNBC M,2022-11,-2.33,9959475,2100,4808,2100,4808
BNBC M,2022-10,0.47,21952975,2150,10013,2150,10013
BNBC M,2022-09,1.9,29325680,2140,13671,2140,13671
BNBC M,2022-08,-11.21,48127120,2100,22222,2100,22222
BNBC M,2022-07,7.74,7468745,2365,3272,2365,3272
BNBC M,2022-06,-9.3,34924420,2195,15850,2195,15850
BNBC M,2022-05,5.45,32052820,2420,14536,2420,14536
BNBC M,2022-04,-0.22,22343540,2295,9940,2295,9940
BNBC M,2022-03,-6.12,28650330,2300,12133,2300,12133
BNBC M,2022-02,11.36,45619975,2450,19793,2450,19793
BNBC M,2022-01,1.15,26167525,2200,12622,2200,12622
BNBC M,2021-12,-1.14,26707465,2175,12018,2175,12018
BNBC M,2021-11,4.76,107266460,2200,46039,2200,46039
BNBC M,2021-10,13.51,28409600,2100,13743,2100,13743
BNBC M,2021-09,1.37,138964565,1850,71432,1850,71432
BNBC M,2021-08,7.35,30005510,1825,16545,1825,16545
BNBC M,2021-07,0.59,47800365,1700,25571,1700,25571
BNBC M,2021-06,43.83,24629625,1690,16738,1690,16738
BNBC M,2021-05,60.96,21271035,1175,20428,1175,20428
BNBC M,2021-04,15.87,8963910,730,14215,730,14215
BNBC M,2021-03,-4.55,5633750,630,8381,630,8381
BNBC M,2021-02,3.94,4034345,660,6592,660,6592
BNBC M,2021-01,5.83,5146365,635,8248,635,8248
BNBC M,2020-12,0.0,9034595,600,14572,600,14572
BNBC M,2020-11,-3.23,781660,600,1252,600,1252
BNBC M,2020-10,13.76,1590295,620,2754,620,2754
BNBC M,2020-09,-9.92,3095180,545,5419,545,5419
BNBC M,2020-08,-10.37,18664775,605,29650,605,29650
BNBC M,2020-07,11.57,62955505,675,94043,675,94043
BNBC M,2020-06,2.54,6258090,605,9013,605,9013
BNBC M,2020-05,-21.33,1959135,590,3202,590,3202
BNBC M,2020-04,10.29,2886450,750,3680,750,3680
BNBC M,2020-03,-6.85,2306375,680,3306,680,3306
BNBC M,2020-02,-1.35,4721065,730,6677,730,6677
BNBC M,2020-01,5.71,2822020,740,3996,740,3996
BNBC M,2019-12,-6.67,5972450,700,8187,700,8187
BNBC M,2019-11,-16.2,8522555,750,10447,750,10447
BNBC M,2019-10,-30.62,3754915,895,3532,895,3532
BNBC M,2019-09,-7.86,3648000,1290,2700,1290,2700
BNBC M,2019-08,-15.15,6843425,1400,4564,1400,4564
BNBC M,2019-07,-9.84,2477565,1650,1409,1650,1409
BNBC M,2019-06,-1.08,69969155,1830,38396,1830,38396
BNBC M,2019-05,2.78,9523890,1850,5044,1850,5044
BNBC M,2019-04,-23.57,15625835,1800,8221,1800,8221
BNBC M,2019-03,27.3,39287820,2355,17542,2355,17542
BNBC M,2019-02,-9.98,9210610,1850,5093,1850,5093
BNBC M,2019-01,-14.38,1693345,2055,756,2055,756
BNBC M,2018-12,9.34,15169405,2400,7286,2400,7286
BNBC M,2018-11,-9.48,9233840,2195,4124,2195,4124
BNBC M,2018-10,5.66,5641770,2425,2413,2425,2413
BNBC M,2018-09,-4.38,15229500,2295,6818,2295,6818
BNBC M,2018-08,-5.88,34229405,2400,13384,2400,13384
BNBC M,2018-07,6.25,22530995,2550,9119,2550,9119
BNBC M,2018-06,-5.7,71441040,2400,30453,2400,30453
BNBC M,2018-05,-20.47,12872515,2545,4541,2545,4541
BNBC M,2018-04,10.34,52194185,3200,16459,3200,16459
BNBC M,2018-03,-6.45,121503445,2900,42398,2900,42398
BNBC M,2018-02,34.49,148137370,3100,58408,3100,58408
BNBC M,2018-01,-25.65,25928250,2305,10771,2305,10771
BNBC M,2017-12,3.33,79080765,3100,29066,3100,29066
BNBC M,2017-11,-18.81,15232285,3000,5429,3000,5429
BNBC M,2017-10,-11.18,12100540,3695,3165,3695,3165
BNBC M,2017-09,-16.8,12452575,4160,2755,4160,2755
BNBC M,2017-08,-16.67,33932810,5000,6135,5000,6135
BNBC M,2017-07,11.11,5997770,6000,1134,6000,260
BNBC M,2017-06,-4.37,29437430,5400,5840,108000,292
BNBC M,2017-05,-15.72,11831025,5647,1940,112945,97
BNBC M,2017-04,-6.94,12330080,6700,1880,134000,94
BNBC M,2017-03,-2.04,23982565,7200,3480,143995,174
BNBC M,2017-02,-6.07,56863355,7350,7640,147000,382
BNBC M,2017-01,-10.06,324500,7825,40,156500,2
BNBC M,2016-12,-3.33,38102730,8700,4700,174000,235
BNBC M,2016-11,9.76,26399950,9000,3200,180000,160
BNBC M,2016-10,5.81,92562535,8200,11820,164000,591
BNBC M,2016-09,-5.49,507879905,7750,65300,155000,3265
BNBC M,2016-08,5.81,77320930,8200,9260,164000,463
BNBC M,2016-07,-19.69,118665910,7750,14920,155005,746
BNBC M,2016-06,-8.1,34573035,9650,3560,193000,178
BNBC M,2016-05,8.81,423010815,10500,40020,210000,2001
BNBC M,2016-04,0.26,107470145,9650,11080,193000,554
BNBC M,2016-03,4.05,399739440,9625,39580,192500,1979
BNBC M,2016-02,-4.15,368705675,9250,39000,185000,1950
BNBC M,2016-01,7.28,257839055,9650,28860,193000,1443
BNBC M,2015-12,5.82,88334910,8995,10060,179900,503
BNBC M,2015-11,36.0,445984190,8500,61200,170000,3060
BNBC M,2015-10,11.11,242603665,6250,40240,125005,2012
BNBC M,2015-09,-6.25,151914030,5625,24760,112500,1238
BNBC M,2015-08,22.2,79527825,6000,14500,120000,725
BNBC M,2015-07,-1.8,98972900,4910,19760,98200,988
BNBC M,2015-06,4.06,19071965,5000,3900,100000,195
BNBC M,2015-05,21.65,20304555,4805,4460,96100,223
BNBC M,2015-04,2.6,53568980,3950,13800,79000,690
BNBC M,2015-03,-3.75,89738400,3850,22400,77000,1120
BNBC M,2015-02,0.0,32245100,4000,8300,80000,415
BNBC M,2015-01,7.82,18046630,4000,4720,80000,236
BNBC M,2014-12,0.27,18724760,3710,4880,74200,244
BNBC M,2014-11,4.23,24928175,3700,6860,74000,343
BNBC M,2014-10,-11.25,84657955,3550,21620,71000,1081
BNBC M,2014-09,6.67,13492930,4000,3440,80000,172
BNBC M,2014-08,7.14,2975670,3750,820,75000,41
BNBC M,2014-07,-6.67,13017020,3500,3560,70000,178
BNBC M,2014-06,12.78,88590805,3750,22940,75000,1147
BNBC M,2014-05,-5.27,20818780,3325,6320,66500,316
BNBC M,2014-04,-7.63,29811600,3510,7760,70200,388
BNBC M,2014-03,-1.04,27211495,3800,7320,76000,366
BNBC M,2014-02,-7.47,8107885,3840,2060,76800,103
BNBC M,2014-01,-5.14,14903390,4150,3380,83000,169
BNBC M,2013-12,33.55,27145450,4375,7140,87500,357
BNBC M,2013-11,3.18,9981015,3276,3060,65510,153
BNBC M,2013-10,2.42,10916900,3175,3520,63500,176
BNBC M,2013-09,-8.82,30101000,3100,9660,62000,483
BNBC M,2013-08,-2.86,11267000,3400,3240,68000,162
BNBC M,2013-07,-6.67,31246045,3500,9040,70000,452
BNBC M,2013-06,5.63,21091000,3750,5940,75000,297
BNBC M,2013-05,1.6,6766970,3550,1960,71000,98
BNBC M,2013-04,-11.54,67522025,3494,19760,69875,988
BNBC M,2013-03,16.18,67025910,3950,16340,79000,817
BNBC M,2013-02,33.33,4892190,3400,1620,68000,81
BNBC M,2013-01,2.0,28175700,2550,11240,51000,562
BNBC M,2012-12,4.17,5852065,2500,2440,50000,122
BNBC M,2012-11,14.29,19617175,2400,8380,48005,419
BNBC M,2012-10,-5.62,34193750,2100,16280,42000,814
BNBC M,2012-09,-1.11,35894930,2225,16200,44500,810
BNBC M,2012-08,9.76,30296350,2250,13760,45000,688
BNBC M,2012-07,-8.89,5975860,2050,2900,41000,145
BNBC M,2012-06,32.35,81157950,2250,34760,45000,1738
BNBC M,2012-05,11.48,12199410,1700,7760,34000,388
BNBC M,2012-04,1.67,9517670,1525,6320,30500,316
BNBC M,2012-03,3.45,5083000,1500,3460,30000,173
BNBC M,2012-02,11.54,8053785,1450,6020,29000,301
BNBC M,2012-01,1.96,646085,1300,500,26005,25
BNBC M,2011-12,6.25,8215100,1275,6200,25500,310
BNBC M,2011-11,-4.0,10823250,1200,8720,24000,436
BNBC M,2011-10,25.75,10884995,1250,9580,25000,479
BNBC M,2011-09,16.94,4314615,994,4640,19885,232
BNBC M,2011-08,-27.35,15930900,850,16240,17005,812
BNBC M,2011-07,8.84,3474130,1170,2960,23400,148
BNBC M,2011-06,22.86,9656675,1075,9900,21500,495
BNBC M,2011-05,0.0,2117500,875,2420,17500,121
BNBC M,2011-04,0.0,140000,875,160,17500,8
BNBC M,2011-02,0.0,1942500,875,2220,17500,111
BNBC M,2011-01,-9.51,4184250,875,4600,17500,230
BNBC M,2010-12,7.44,6862480,967,7320,19345,366
BNBC M,2010-11,0.0,4294060,900,4760,18005,238
BNBC M,2010-10,-21.74,3792900,900,4140,18005,207
BNBC M,2010-09,4.07,619210,1150,540,23000,27
BNBC M,2010-08,0.55,19845930,1105,17960,22105,898
BNBC M,2010-07,-0.54,2199425,1099,2040,21975,102
BNBC M,2010-06,0.0,4861840,1105,4400,22100,220
BNBC M,2010-05,19.46,9746430,1105,9060,22100,453
BNBC M,2010-04,15.63,872110,925,1000,18490,50
BNBC M,2010-03,-11.11,639450,800,780,15990,39
BNBC M,2010-02,-19.14,180000,900,200,18000,10
BNBC M,2010-01,0.0,22250,1113,20,22250,1
BNBC M,2009-12,43.43,7606600,1113,8100,22250,405
BNBC M,2009-11,0.13,95774680,776,123580,15510,6179
BNBC M,2009-10,-1.27,2819100,775,3620,15500,181
BNBC M,2009-09,0.0,690800,785,880,15700,44
BNBC M,2009-08,-1.88,5935875,785,7440,15700,372
BNBC M,2009-07,9.59,6059350,800,7700,16000,385
BNBC M,2009-06,-22.42,8987130,730,11640,14605,582
BNBC M,2009-05,-14.45,2301200,941,2320,18825,116
BNBC M,2009-03,0.0,220000,1100,200,22000,10
BNBC M,2009-02,-2.22,308000,1100,280,22000,14
BNBC M,2009-01,0.0,900000,1125,800,22500,40
BNBC M,2008-12,-16.04,29411500,1125,24520,22500,1226
BNBC M,2008-11,-13.55,2839300,1340,2020,26800,101
BNBC M,2008-10,-8.82,15886525,1550,9600,30995,480
BNBC M,2008-09,1.98,5011740,1700,2980,34000,149
BNBC M,2008-08,22.57,9648400,1667,6000,33330,300
BNBC M,2008-07,5.75,9352750,1360,6880,27200,344
BNBC M,2008-06,-1.08,13252090,1286,9600,25720,480
BNBC M,2008-05,1.17,8527705,1300,6560,26000,328
BNBC M,2008-04,0.39,2694925,1285,2100,25705,105
BNBC M,2008-03,6.67,39836400,1280,31120,25600,1556
BNBC M,2008-02,5.73,5400000,1200,4780,24000,239
BNBC M,2008-01,13.5,30708600,1135,27060,22700,1353
BNBC M,2007-12,-9.09,29828350,1000,29700,20000,1485
BNBC M,2007-11,3.0,26964360,1100,23120,22000,1156
BNBC M,2007-10,15.46,4438785,1068,4680,21365,234
BNBC M,2007-09,7.56,2773500,925,3000,18490,150
BNBC M,2007-08,18.62,2443645,860,3160,17200,158
BNBC M,2007-07,16.0,2805895,725,4140,14500,207
BNBC M,2007-06,11.41,1429010,625,2420,12505,121
BNBC M,2007-05,0.18,885150,561,1580,11210,79
BNBC M,2007-04,10.67,938315,560,1720,11200,86
BNBC M,2007-03,0.6,363810,506,720,10115,36
BNBC M,2007-02,2.44,1152425,503,2300,10065,115
BNBC M,2007-01,0.0,264990,491,540,9815,27
BNBC M,2006-12,6.74,2069260,491,4220,9810,211
BNBC M,2006-11,15.0,1189595,460,2740,9200,137
BNBC M,2006-10,-0.74,209095,400,500,8005,25
BNBC M,2006-09,7.47,1446550,403,3820,8050,191
BNBC M,2006-08,0.0,217500,375,580,7500,29
BNBC M,2006-07,0.0,217500,375,580,7500,29
BNBC M,2006-06,6.23,2242500,375,5980,7500,299
BNBC M,2006-05,0.86,3215070,353,8760,7055,438
BNBC M,2006-04,-12.5,2622200,350,7340,7000,367
BNBC M,2006-03,0.0,88000,400,220,8000,11
BNBC M,2006-02,0.0,400000,400,1000,8000,50
BNBC M,2005-12,1.27,14400000,400,36000,8000,1800
BNBC M,2005-11,0.0,1042800,395,2640,7900,132
BNBC M,2005-10,0.0,1319300,395,3340,7900,167
BNBC M,2005-09,0.0,1840700,395,4660,7900,233
BNBC M,2005-08,-7.06,2366500,395,5660,7900,283
BNBC M,2005-07,0.0,238000,425,560,8500,28
BNBC M,2005-06,0.0,5074500,425,11940,8500,597
BNBC M,2005-05,0.0,2252500,425,5300,8500,265
BNBC M,2005-04,0.0,2329000,425,5480,8500,274
BNBC M,2005-03,0.0,374000,425,880,8500,44
BNBC M,2005-02,-5.56,1156000,425,2720,8500,136
BNBC M,2004-11,0.0,9000,450,20,9000,1
BNBC M,2004-10,0.0,63000,450,140,9000,7
BNBC M,2004-09,-1.1,3129300,450,6920,9000,346
BNBC M,2004-08,0.0,646100,455,1420,9100,71
BNBC M,2004-07,1.11,491400,455,1080,9100,54
BNBC M,2004-06,0.0,369000,450,820,9000,41
BNBC M,2004-05,-17.43,8369600,450,329700,9000,16485
BNBC M,2004-04,-0.91,261600,545,480,10900,24
BNBC M,2004-03,-2.31,264000,550,480,11000,24
BNBC M,2004-01,-2.09,393750,563,700,11250,35
BNBC M,2003-12,-2.21,287500,575,500,11500,25
BNBC M,2003-11,-0.34,13594750,588,23140,11750,1157
BNBC M,2003-10,-15.71,283200,590,480,11800,24
BNBC M,2003-09,0.0,266000,700,380,14000,19
BNBC M,2003-05,-3.05,1928117000,700,4284260,14000,214213
BNBC M,2003-04,0.0,43335,722,60,14445,3
BNBC M,2003-03,-0.41,288900,722,400,14445,20
BNBC M,2003-02,0.0,29000,725,40,14500,2
BNBC M,2003-01,-14.5,1102500,725,1480,14500,74
BNBC M,2002-12,54.18,2290815,848,3620,16950,181
BNBC M,2002-11,0.0,4268000,550,7760,11000,388
BNBC M,2002-10,-4.35,11657450,550,20880,11000,1044
BNBC M,2002-09,9.52,12970000,575,23280,11500,1164
BNBC M,2002-08,10.53,5952900,525,11880,10500,594
BNBC M,2002-07,3.26,5864630,475,12500,9500,625
BNBC M,2002-06,-2.75,1689925,460,3640,9200,182
BNBC M,2002-05,3.96,1458005,473,3120,9450,156
BNBC M,2002-04,2.25,685450,455,1520,9100,76
BNBC M,2002-03,1.14,550800,445,1240,8900,62
BNBC M,2002-02,-1.12,1419200,440,3220,8800,161
BNBC M,2002-01,0.0,1361700,445,3060,8900,153
BNBC M,2001-12,0.0,14373500,445,32300,8900,1615
BNBC M,2001-11,-6.32,3032800,445,6400,8900,320
BNBC M,2001-10,-6.86,976610,475,2000,9500,100
BNBC M,2001-09,-1.54,2296250,510,4500,10200,225
BNBC M,2001-08,-0.38,1159300,518,2240,10350,112
BNBC M,2001-07,0.0,2236000,520,4300,10400,215
BNBC M,2001-06,0.0,894400,520,1720,10400,86
BNBC M,2001-05,-5.45,6331620,520,11540,10400,577
BNBC M,2001-04,-12.0,4491775,550,8120,10995,406
BNBC M,2001-03,0.0,24990,625,40,12495,2
BNBC M,2001-02,-3.7,663690,625,1060,12495,53
BNBC M,2001-01,-0.15,467500,649,720,12980,36
BNBC M,2000-12,-13.33,2539350,650,3500,13000,175
BNBC M,2000-11,-6.25,300000,750,400,15000,20
BNBC M,2000-09,0.0,176000,800,220,16000,11
BNBC M,2000-08,-5.33,1808000,800,2260,16000,113
BNBC M,2000-05,-0.35,1690000,845,2000,16900,100
BNBC M,2000-04,-0.24,440700,848,520,16950,26
BNBC M,2000-03,-6.08,5559000,850,6540,17000,327
BNBC M,2000-01,0.0,3511400,905,3880,18100,194
BNBC M,1999-12,0.56,6080900,905,6720,18100,336
BNBC M,1999-11,2.86,4289900,900,4800,18000,240
BNBC M,1999-10,8.02,2930700,875,3480,17500,174
BNBC M,1999-09,-2.41,12727280,810,15720,16200,786
BNBC M,1999-08,-12.63,4055030,830,4920,16600,246
BNBC M,1999-07,-20.57,4674350,950,4840,18995,242
BNBC M,1999-06,-19.95,617225,1196,500,23915,25
BNBC M,1999-05,-7.49,3167280,1494,2120,29880,106
BNBC M,1999-04,-7.61,2068400,1615,1280,32300,64
BNBC M,1999-03,-0.11,32039200,1748,18320,34950,916
BNBC M,1999-02,-2.78,2800000,1750,1600,35000,80
BNBC M,1999-01,0.0,576000,1800,320,36000,16
BNBC M,1998-12,2.86,68390000,1800,38000,36000,1900
BNBC M,1998-11,-5.41,1570350,1750,800,35000,40
BNBC M,1998-10,4.23,44485000,1850,22660,37000,1133
