Ticker,Date,Variation,Volume Devise Total,Cours Ajuste,Volume Ajuste Total,Cours Normal,Volume Normal Total
BOAS M,2015-04,-13.54,202955670,2133,91080,64000,3036
BOAS M,2015-03,12.14,266254960,2467,110040,74000,3668
BOAS M,2015-02,1.52,302919060,2200,139740,66000,4658
BOAS M,2015-01,0.79,942853185,2167,455970,65000,15199
BOAS M,2014-12,,999837265,2150,533730,64500,17791
CABC M,2025-09,-1.5,7734040,1310,5875,1310,5875
CABC M,2025-08,10.83,32949800,1330,25640,1330,25640
CABC M,2025-07,1.27,19422300,1200,16425,1200,16425
CABC M,2025-06,-1.25,54194380,1185,45322,1185,45322
CABC M,2025-05,-13.04,101946055,1200,78050,1200,78050
CABC M,2025-04,2.99,135954410,1380,106614,1380,106614
CABC M,2025-03,14.53,102919365,1340,81485,1340,81485
CABC M,2025-02,6.36,11115490,1170,10075,1170,10075
CABC M,2025-01,5.77,12581910,1100,12046,1100,12046
CABC M,2024-12,-5.45,23801585,1040,21549,1040,21549
CABC M,2024-11,0.0,13641545,1100,13092,1100,13092
CABC M,2024-10,7.84,54138055,1100,53232,1100,53232
CABC M,2024-09,4.08,47600110,1020,49065,1020,49065
CABC M,2024-08,-4.39,23142280,980,23793,980,23793
CABC M,2024-07,-3.3,40120180,1025,41690,1025,41690
CABC M,2024-06,8.16,23709180,1060,22764,1060,22764
CABC M,2024-05,-1.51,11346625,980,11187,980,11187
CABC M,2024-04,-12.72,8501570,995,7909,995,7909
CABC M,2024-03,15.15,6423320,1140,6054,1140,6054
CABC M,2024-02,-4.35,5493840,990,5327,990,5327
CABC M,2024-01,-6.76,4482635,1035,4480,1035,4480
CABC M,2023-12,0.91,30538965,1110,28214,1110,28214
CABC M,2023-11,-5.98,5413815,1100,4855,1100,4855
CABC M,2023-10,0.43,38883615,1170,33427,1170,33427
CABC M,2023-09,-1.69,4416515,1165,3749,1165,3749
CABC M,2023-08,3.04,9155800,1185,7565,1185,7565
CABC M,2023-07,12.75,10291975,1150,9777,1150,9777
CABC M,2023-06,2.0,11153825,1020,10586,1020,10586
CABC M,2023-05,-6.98,14193570,1000,13735,1000,13735
CABC M,2023-04,8.04,10767455,1075,10826,1075,10826
CABC M,2023-03,-6.57,15747015,995,14404,995,14404
CABC M,2023-02,0.0,29278975,1065,27471,1065,27471
CABC M,2023-01,-8.97,10531065,1065,10125,1065,10125
CABC M,2022-12,9.35,28047645,1170,28757,1170,28757
CABC M,2022-11,-9.32,15237295,1070,13341,1070,13341
CABC M,2022-10,8.76,92700550,1180,87465,1180,87465
CABC M,2022-09,-1.36,31460950,1085,28402,1085,28402
CABC M,2022-08,-4.35,19477185,1100,18269,1100,18269
CABC M,2022-07,2.68,37254840,1150,32498,1150,32498
CABC M,2022-06,11.44,23964920,1120,23363,1120,23363
CABC M,2022-05,-9.05,6686000,1005,5917,1005,5917
CABC M,2022-04,0.0,19113815,1105,16725,1105,16725
CABC M,2022-03,-13.67,32371585,1105,27229,1105,27229
CABC M,2022-02,11.3,44823595,1280,37023,1280,37023
CABC M,2022-01,13.3,41918525,1150,36594,1150,36594
CABC M,2021-12,-15.42,27466955,1015,25074,1015,25074
CABC M,2021-11,0.0,24778285,1200,21337,1200,21337
CABC M,2021-10,22.45,137814460,1200,118692,1200,118692
CABC M,2021-09,-27.41,54529815,980,43276,980,43276
CABC M,2021-08,-1.82,19141410,1350,14174,1350,14174
CABC M,2021-07,9.56,119817320,1375,97692,1375,97692
CABC M,2021-06,-1.18,21269825,1255,16948,1255,16948
CABC M,2021-05,0.79,21792685,1270,17433,1270,17433
CABC M,2021-04,-3.08,12328725,1260,10073,1260,10073
CABC M,2021-03,0.78,91312905,1300,65451,1300,65451
CABC M,2021-02,12.66,34245080,1290,29577,1290,29577
CABC M,2021-01,13.37,44703160,1145,42509,1145,42509
CABC M,2020-12,-1.46,83947980,1010,83584,1010,83584
CABC M,2020-11,-14.58,190711290,1025,181517,1025,181517
CABC M,2020-10,36.36,101084865,1200,108326,1200,108326
CABC M,2020-09,4.14,47192295,880,54935,880,54935
CABC M,2020-08,12.67,15991680,845,20516,845,20516
CABC M,2020-07,-8.54,29656975,750,38119,750,38119
CABC M,2020-06,-8.38,30970455,820,36840,820,36840
CABC M,2020-05,37.69,35874590,895,48358,895,48358
CABC M,2020-04,10.17,8632925,650,13567,650,13567
CABC M,2020-03,-0.84,54593810,590,94443,590,94443
CABC M,2020-02,-7.03,24693990,595,40039,595,40039
CABC M,2020-01,1.59,25746565,640,40625,640,40625
CABC M,2019-12,-3.08,133767330,630,209748,630,209748
CABC M,2019-11,0.0,2285210,650,3569,650,3569
CABC M,2019-10,-23.53,10593540,650,12944,650,12944
CABC M,2019-09,-10.53,25908290,850,29653,850,29653
CABC M,2019-08,4.97,2920765,950,3112,950,3112
CABC M,2019-07,-4.74,27278560,905,28903,905,28903
CABC M,2019-06,4.97,3547500,950,3715,950,3715
CABC M,2019-05,-5.24,13472780,905,14596,905,14596
CABC M,2019-04,-4.5,16972585,955,17733,955,17733
CABC M,2019-03,-33.33,6449740,1000,5731,1000,5731
CABC M,2019-02,50.0,43065415,1500,31840,1500,31840
CABC M,2019-01,1.01,55744200,1000,60695,1000,60695
CABC M,2018-12,-0.5,55319270,990,61403,990,61403
CABC M,2018-11,-0.5,8027070,995,8260,995,8260
CABC M,2018-10,-16.67,5986275,1000,5535,1000,5535
CABC M,2018-09,-7.69,4116420,1200,3492,1200,3492
CABC M,2018-08,-5.45,5071550,1300,3823,1300,3823
CABC M,2018-07,-8.33,12122040,1375,8228,1375,8228
CABC M,2018-06,-9.09,59775465,1500,43649,1500,43649
CABC M,2018-05,-2.94,10472770,1650,6551,1650,6551
CABC M,2018-04,-15.0,312453290,1700,189512,1700,189512
CABC M,2018-03,3.63,276023885,2000,150093,2000,150093
CABC M,2018-02,20.63,55874755,1930,35255,1930,35255
CABC M,2018-01,44.8,67580525,1600,51942,1600,51942
CABC M,2017-12,16.32,57292660,1105,57931,1105,57931
CABC M,2017-11,-3.06,34861405,950,38146,950,38146
CABC M,2017-10,-2.0,50227425,980,53330,980,53330
CABC M,2017-09,0.0,57072805,1000,57254,1000,57254
CABC M,2017-08,-6.98,16915055,1000,17194,1000,14893
CABC M,2017-07,-16.02,4254965,1075,3720,43000,93
CABC M,2017-06,-11.72,12663645,1280,9000,51200,225
CABC M,2017-05,-1.69,84507805,1450,57000,58000,1425
CABC M,2017-04,-6.35,1226990,1475,840,59000,21
CABC M,2017-03,-19.23,146545450,1575,79520,63000,1988
CABC M,2017-02,-1.47,124762735,1950,63760,78000,1594
CABC M,2017-01,-9.55,1178250,1979,560,79150,14
CABC M,2016-12,-0.45,2631595,2188,1200,87500,30
CABC M,2016-11,3.44,20375545,2198,9840,87900,246
CABC M,2016-10,-5.56,31974215,2125,14960,85000,374
CABC M,2016-09,-5.26,346222915,2250,160160,90000,4004
CABC M,2016-08,-13.64,19062000,2375,7400,95000,185
CABC M,2016-07,2.8,22345525,2750,8200,110000,205
CABC M,2016-06,-6.96,42362945,2675,14760,107000,369
CABC M,2016-05,21.67,51701160,2875,18560,115000,464
CABC M,2016-04,5.02,23310985,2363,10960,94505,274
CABC M,2016-03,-23.08,9379125,2250,3880,90000,97
CABC M,2016-02,-5.28,40782550,2925,13280,117000,332
CABC M,2016-01,0.0,49990380,3088,16240,123500,406
CABC M,2015-12,23.37,233566870,3088,88520,123500,2213
CABC M,2015-11,-2.34,373041000,2503,149080,100100,3727
CABC M,2015-10,2.52,135163500,2563,53560,102500,1339
CABC M,2015-09,9.22,109218865,2500,45840,100000,1146
CABC M,2015-08,-4.82,33156325,2289,13720,91575,343
CABC M,2015-07,-8.38,29865475,2405,12400,96200,310
CABC M,2015-06,24.23,118648165,2625,44120,105000,1103
CABC M,2015-05,36.32,17979020,2113,9480,84500,237
CABC M,2015-04,-1.59,118347475,1550,81240,62000,2031
CABC M,2015-03,-35.74,20229575,1575,11400,63000,285
CABC M,2015-02,-9.22,53609650,2451,21040,98050,526
CABC M,2015-01,5.88,53016740,2700,20640,108000,516
CABC M,2014-12,13.33,165533450,2550,68360,102000,1709
CABC M,2014-11,3.45,26945060,2250,12680,90000,317
CABC M,2014-10,-13.0,24746300,2175,10160,87000,254
CABC M,2014-09,3.61,90988500,2500,36480,100000,912
CABC M,2014-08,9.68,33212925,2413,14520,96500,363
CABC M,2014-07,5.11,37190315,2200,17240,88000,431
CABC M,2014-06,13.75,32123430,2093,16120,83700,403
CABC M,2014-05,-8.0,16813415,1840,9000,73605,225
CABC M,2014-04,-9.09,194883000,2000,87160,80000,2179
CABC M,2014-03,-16.98,75485320,2200,33040,88000,826
CABC M,2014-02,6.64,21167095,2650,8160,106000,204
CABC M,2014-01,-2.36,75215650,2485,30080,99400,752
CABC M,2013-12,24.88,360659375,2545,160160,101800,4004
CABC M,2013-11,1.9,170660800,2038,83680,81500,2092
CABC M,2013-10,3.9,127704805,2000,64800,80000,1620
CABC M,2013-09,7.66,129885735,1925,72120,77000,1803
CABC M,2013-08,2.17,26332635,1788,14800,71500,370
CABC M,2013-07,-5.41,45051235,1750,25560,70005,639
CABC M,2013-06,-2.63,33831965,1850,18160,74000,454
CABC M,2013-05,26.67,35081875,1900,21240,76000,531
CABC M,2013-04,-9.09,114665380,1500,69720,60000,1743
CABC M,2013-03,9.78,72675655,1650,45400,66000,1135
CABC M,2013-02,11.33,125738800,1503,87320,60100,2183
CABC M,2013-01,3.85,46340000,1350,34320,54000,858
CABC M,2012-12,-3.7,23936220,1300,19800,52000,495
CABC M,2012-11,-3.43,115450965,1350,82480,54000,2062
CABC M,2012-10,49.04,79387780,1398,67720,55900,1693
CABC M,2012-09,7.2,7093500,938,8120,37500,203
CABC M,2012-08,14.68,19304250,875,22760,35000,569
CABC M,2012-07,1.73,2494000,763,3320,30500,83
CABC M,2012-06,-4.82,77725500,750,101640,30000,2541
CABC M,2012-05,-1.5,23189500,788,29080,31500,727
CABC M,2012-04,-1.6,17216325,800,21520,32000,538
CABC M,2012-03,1.63,63621000,813,78320,32500,1958
CABC M,2012-02,6.67,60973000,800,77720,32000,1943
CABC M,2012-01,3.45,7370000,750,9520,30000,238
CABC M,2011-12,-6.45,6833005,725,9360,29000,234
CABC M,2011-11,3.33,26523000,775,34240,31000,856
CABC M,2011-10,0.0,4949650,750,6480,30000,162
CABC M,2011-09,-3.23,1324100,750,1760,30005,44
CABC M,2011-08,3.61,14518040,775,16520,31000,413
CABC M,2011-07,-13.33,3025200,748,3880,29900,97
CABC M,2011-06,42.17,15324750,863,19920,34500,498
CABC M,2011-05,7.62,4853000,607,8000,24265,200
CABC M,2011-04,0.0,564375,564,1000,22575,25
CABC M,2011-03,7.43,3919125,564,7000,22575,175
CABC M,2011-02,0.0,1449000,525,2760,21000,69
CABC M,2011-01,-8.7,3479000,525,6200,21000,155
CABC M,2010-12,0.0,138000,575,240,23000,6
CABC M,2010-11,3.6,11270000,575,20000,23000,500
CABC M,2010-10,0.91,8079200,555,14640,22200,366
CABC M,2010-09,29.41,3929800,550,7200,22000,180
CABC M,2010-08,8.14,1889760,425,4520,17000,113
CABC M,2010-07,-7.53,1063610,393,2680,15720,67
CABC M,2010-06,-7.81,187000,425,440,17000,11
CABC M,2010-05,2.44,5824350,461,12640,18450,316
CABC M,2010-04,-2.81,7326720,450,16120,17995,403
CABC M,2010-03,32.29,34080155,463,84800,18500,2120
CABC M,2010-02,0.0,1386215,350,3960,14000,99
CABC M,2010-01,-19.54,4256660,350,11960,14005,299
CABC M,2009-12,15.69,3009490,435,7360,17385,184
CABC M,2009-11,0.0,195650,376,520,15050,13
CABC M,2009-10,0.27,1785450,376,4760,15050,119
CABC M,2009-09,-9.2,4359725,375,11320,15000,283
CABC M,2009-08,-5.06,2491350,413,5880,16500,147
CABC M,2009-07,6.36,943055,435,2280,17390,57
CABC M,2009-06,-13.89,163650,409,400,16365,10
CABC M,2009-05,0.0,285000,475,600,19000,15
CABC M,2009-04,0.0,437000,475,920,19000,23
CABC M,2009-03,0.0,3423600,475,7360,19000,184
CABC M,2009-02,-2.66,1329580,475,2800,18990,70
CABC M,2009-01,-7.05,955500,488,1960,19500,49
CABC M,2008-12,-33.21,1932000,525,3680,21000,92
CABC M,2008-11,0.0,345950,786,440,31450,11
CABC M,2008-10,-4.73,1649000,786,2000,31450,50
CABC M,2008-09,-8.33,11489985,825,13400,33000,335
CABC M,2008-08,80.0,11721220,900,14880,36005,372
CABC M,2008-07,20.48,10468720,500,24080,20005,602
CABC M,2008-06,0.0,1061120,415,2560,16580,64
CABC M,2008-05,-17.0,213357450,415,549440,16580,13736
CABC M,2008-04,-13.04,2409935,500,4680,20000,117
CABC M,2008-03,-3.85,3218000,575,5440,23000,136
CABC M,2008-02,-0.33,503070,598,840,23900,21
CABC M,2007-12,-4.0,11128500,600,18240,24000,456
CABC M,2007-11,21.12,11855760,625,19400,25010,485
CABC M,2007-10,59.75,5970085,516,13680,20640,342
CABC M,2007-09,24.23,11290330,323,43040,12900,1076
CABC M,2007-08,20.93,992200,260,4360,10400,109
CABC M,2007-07,0.94,146200,215,680,8600,17
CABC M,2007-06,0.0,1385500,213,6520,8500,163
CABC M,2007-05,6.5,329500,213,1560,8500,39
CABC M,2007-04,0.0,304000,200,1520,8000,38
CABC M,2007-03,0.0,336420,200,1680,8010,42
CABC M,2007-02,0.0,288140,200,1440,8010,36
CABC M,2007-01,0.0,800000,200,4000,8000,100
CABC M,2006-12,-20.0,1230990,200,5520,8000,138
CABC M,2006-11,-5.66,6560000,250,26240,10000,656
CABC M,2006-02,0.0,137800,265,520,10600,13
CABC M,2006-01,-1.12,584000,265,2200,10600,55
CABC M,2005-12,28.85,824900,268,3400,10700,85
CABC M,2005-11,4.0,4875140,208,25480,8300,637
CABC M,2005-10,0.0,912000,200,4560,8000,114
CABC M,2005-09,0.0,352000,200,1760,8000,44
CABC M,2005-08,-4.31,128000,200,640,8000,16
CABC M,2005-07,0.0,100200,209,480,8350,12
CABC M,2005-06,-0.48,957050,209,4560,8350,114
CABC M,2005-05,0.0,42000,210,200,8400,5
CABC M,2005-04,-1.41,856800,210,4080,8400,102
CABC M,2005-03,0.0,204520,213,960,8530,24
CABC M,2005-02,-14.11,9599055,213,42920,8510,1073
CABC M,2005-01,-3.13,3177900,248,12840,9900,321
CABC M,2004-12,0.0,673700,256,2640,10250,66
CABC M,2004-11,-4.48,102500,256,400,10250,10
CABC M,2004-10,-6.94,524300,268,1960,10700,49
CABC M,2004-09,0.0,11500,288,40,11500,1
CABC M,2004-08,0.0,195500,288,680,11500,17
CABC M,2004-07,-4.0,1133000,288,3880,11500,97
CABC M,2004-06,0.0,60000,300,200,12000,5
CABC M,2004-05,0.0,36000,300,120,12000,3
CABC M,2004-04,-7.12,585500,300,1920,12000,48
CABC M,2004-03,-0.62,467000,323,1440,12900,36
CABC M,2004-02,0.0,1438400,325,4440,13000,111
CABC M,2004-01,0.0,636825,325,1960,12995,49
CABC M,2003-12,3.83,390000,325,1200,13000,30
CABC M,2003-11,-3.69,3946500,313,12520,12500,313
CABC M,2003-10,-13.33,8568000,325,26240,13000,656
CABC M,2003-08,-13.79,2016900,375,5320,15000,133
CABC M,2003-07,-3.33,1394250,435,3200,17400,80
CABC M,2003-06,-8.72,179950,450,400,17995,10
CABC M,2003-05,-7.85,2473425,493,5000,19700,125
CABC M,2003-04,0.0,214000,535,400,21400,10
CABC M,2003-03,-4.97,1645400,535,3040,21400,76
CABC M,2002-09,0.0,495000,563,880,22500,22
CABC M,2002-08,0.0,450000,563,800,22500,20
CABC M,2002-07,0.0,45000,563,80,22500,2
CABC M,2002-06,-12.31,1735000,563,3040,22500,76
CABC M,2002-03,0.0,25670,642,40,25670,1
CABC M,2002-02,0.0,128350,642,200,25670,5
CABC M,2002-01,0.0,51340,642,80,25670,2
CABC M,2001-12,-14.4,5621730,642,8760,25670,219
CABC M,2001-08,0.0,509915,750,680,29995,17
CABC M,2001-06,-3.23,659890,750,880,29995,22
CABC M,2001-05,-6.06,1581000,775,2040,31000,51
CABC M,2001-04,-0.36,495000,825,600,33000,15
CABC M,2001-03,-10.49,1371395,828,1560,33115,39
CABC M,2001-02,0.0,185000,925,200,37000,5
CABC M,2001-01,-1.8,4329000,925,4680,37000,117
CABC M,2000-12,0.0,263830,942,280,37690,7
CABC M,2000-11,0.0,1696235,942,1800,37690,45
CABC M,2000-10,-0.84,26056995,942,27640,37695,691
CABC M,2000-09,0.0,3609875,950,3800,37995,95
CABC M,2000-08,-9.52,4009950,950,3960,38000,99
CABC M,2000-07,-2.33,1260000,1050,1200,42000,30
CABC M,2000-06,-1.19,3569000,1075,3320,43000,83
CABC M,2000-05,0.0,8180050,1088,7600,43505,190
CABC M,2000-04,-2.16,8780500,1088,8040,43500,201
CABC M,2000-03,1.74,13416470,1112,12200,44495,305
CABC M,2000-02,0.46,12163500,1093,11160,43700,279
CABC M,2000-01,0.0,5307000,1088,4880,43500,122
CABC M,1999-12,-1.09,16537000,1088,15600,43500,390
CABC M,1999-11,-1.17,14988300,1100,13600,44000,340
CABC M,1999-10,2.3,13488000,1113,12160,44500,304
CABC M,1999-09,-3.29,5032500,1088,4640,43500,116
CABC M,1999-08,0.0,4680000,1125,4160,45000,104
CABC M,1999-07,-0.71,13197525,1125,11600,45005,290
CABC M,1999-06,-19.87,10966630,1133,9200,45305,230
CABC M,1999-05,0.0,339300,1414,240,56550,6
CABC M,1999-04,1.0,13006300,1414,9200,56550,230
CABC M,1999-03,2.94,33591890,1400,23920,56000,598
CABC M,1999-02,0.15,50339660,1360,37040,54400,926
CABC M,1999-01,0.0,31934280,1358,23520,54310,588
CABC M,1998-12,7.52,23461920,1358,17280,54310,432
CABC M,1998-11,3.1,10311250,1263,8360,50525,209
CABC M,1998-10,-25.53,59357790,1225,35680,49000,892
CABC M,1998-09,,29655775,1645,18720,65800,468
CBIBF M,2025-09,0.1,89256560,9745,9208,9745,9208
CBIBF M,2025-08,0.36,258292735,9735,26435,9735,26435
CBIBF M,2025-07,-5.83,158136855,9700,15911,9700,15911
CBIBF M,2025-06,1.98,359584415,10300,35041,10300,35041
CBIBF M,2025-05,6.32,243596370,10100,25070,10100,25070
CBIBF M,2025-04,-11.63,278453785,9500,27228,9500,27228
CBIBF M,2025-03,7.5,272529830,10750,25796,10750,25796
CBIBF M,2025-02,2.04,80479015,10000,8118,10000,8118
CBIBF M,2025-01,-0.86,483452350,9800,50777,9800,50777
CBIBF M,2024-12,-1.05,2186459005,9885,226341,9885,226341
CBIBF M,2024-11,-0.1,113172235,9990,11558,9990,11558
CBIBF M,2024-10,0.2,196233670,10000,19768,10000,19768
CBIBF M,2024-09,-0.1,196352415,9980,19680,9980,19680
CBIBF M,2024-08,-0.1,136315855,9990,13515,9990,13515
CBIBF M,2024-07,-4.76,365025860,10000,35370,10000,35370
CBIBF M,2024-06,0.96,156004775,10500,15236,10500,15236
CBIBF M,2024-05,9.47,276552800,10400,28960,10400,28960
CBIBF M,2024-04,1.66,129861290,9500,14146,9500,14146
CBIBF M,2024-03,1.69,281130665,9345,31465,9345,31465
CBIBF M,2024-02,3.26,43406295,9190,4940,9190,4940
CBIBF M,2024-01,-4.3,59367950,8900,6756,8900,6756
CBIBF M,2023-12,5.14,106435820,9300,12181,9300,12181
CBIBF M,2023-11,-2.8,102983360,8845,11561,8845,11561
CBIBF M,2023-10,13.75,109096640,9100,262962,9100,262962
CBIBF M,2023-09,-4.65,464456330,8000,57669,8000,57669
CBIBF M,2023-08,2.38,83916005,8390,10344,8390,10344
CBIBF M,2023-07,-1.27,86917225,8195,10629,8195,10629
CBIBF M,2023-06,6.34,153281555,8300,19222,8300,19222
CBIBF M,2023-05,-2.44,59793675,7805,7540,7805,7540
CBIBF M,2023-04,-9.55,52612875,8000,6554,8000,6554
CBIBF M,2023-03,0.51,234700840,8845,26487,8845,26487
CBIBF M,2023-02,4.95,47566630,8800,829315,8800,829315
CBIBF M,2023-01,-0.06,150921875,8385,18430,8385,18430
CBIBF M,2022-12,-1.24,122773810,8390,14781,8390,14781
CBIBF M,2022-11,-4.28,35738470,8495,4147,8495,4147
CBIBF M,2022-10,-0.95,139989250,8875,16536,8875,16536
CBIBF M,2022-09,2.99,192932530,8960,22140,8960,22140
CBIBF M,2022-08,-1.14,166834000,8700,15173,8700,15173
CBIBF M,2022-07,-0.56,93785930,8800,10679,8800,10679
CBIBF M,2022-06,-8.76,132945940,8850,14555,8850,14555
CBIBF M,2022-05,0.1,40652235,9700,4349,9700,4349
CBIBF M,2022-04,-3.1,114442750,9690,12146,9690,12146
CBIBF M,2022-03,-4.76,87617805,10000,8744,10000,8744
CBIBF M,2022-02,5.0,223897765,10500,22267,10500,22267
CBIBF M,2022-01,-4.76,81246430,10000,7841,10000,7841
CBIBF M,2021-12,14.75,311396965,10500,32154,10500,32154
CBIBF M,2021-11,-1.08,57159995,9150,6229,9150,6229
CBIBF M,2021-10,-2.63,99755685,9250,10792,9250,10792
CBIBF M,2021-09,5.56,127524590,9500,14473,9500,14473
CBIBF M,2021-08,8.76,118199560,9000,14597,9000,14597
CBIBF M,2021-07,-0.3,89041910,8275,11158,8275,11158
CBIBF M,2021-06,7.86,55316335,8300,7148,8300,7148
CBIBF M,2021-05,-1.28,43195970,7695,5462,7695,5462
CBIBF M,2021-04,2.57,126272045,7795,16899,7795,16899
CBIBF M,2021-03,0.0,23081845,7600,3014,7600,3014
CBIBF M,2021-02,-1.3,99221660,7600,13345,7600,13345
CBIBF M,2021-01,-4.94,29083250,7700,3841,7700,3841
CBIBF M,2020-12,8.0,280993910,8100,36924,8100,36924
CBIBF M,2020-11,3.59,267680430,7500,36445,7500,36445
CBIBF M,2020-10,-2.82,189565255,7240,26000,7240,26000
CBIBF M,2020-09,0.61,156574215,7450,1630875,7450,1630875
CBIBF M,2020-08,1.44,128490200,7405,17927,7405,17927
CBIBF M,2020-07,-4.58,58194070,7300,7900,7300,7900
CBIBF M,2020-06,0.66,145049240,7650,19344,7650,19344
CBIBF M,2020-05,0.0,24030365,7600,3230,7600,3230
CBIBF M,2020-04,-1.3,35855710,7600,4900,7600,4900
CBIBF M,2020-03,-1.22,58266430,7700,7436,7700,7436
CBIBF M,2020-02,-0.06,266136625,7795,34147,7795,34147
CBIBF M,2020-01,-2.5,62670980,7800,8023,7800,8023
CBIBF M,2019-12,2.56,115692625,8000,14748,8000,14748
CBIBF M,2019-11,-1.27,31571195,7800,4065,7800,4065
CBIBF M,2019-10,6.76,127557575,7900,17165,7900,17165
CBIBF M,2019-09,0.0,106819980,7400,14710,7400,14710
CBIBF M,2019-08,0.0,43865180,7400,5994,7400,5994
CBIBF M,2019-07,-11.9,69752705,7400,9276,7400,9276
CBIBF M,2019-06,8.53,78601405,8400,10348,8400,10348
CBIBF M,2019-05,-0.13,72025175,7740,9282,7740,9282
CBIBF M,2019-04,4.73,191503155,7750,25128,7750,25128
CBIBF M,2019-03,-3.77,154731090,7400,21371,7400,21371
CBIBF M,2019-02,2.53,97357145,7690,13536,7690,13536
CBIBF M,2019-01,-13.74,55936980,7500,7330,7500,7330
CBIBF M,2018-12,22.29,300308660,8695,40536,8695,40536
CBIBF M,2018-11,-5.83,129364230,7110,18451,7110,18451
CBIBF M,2018-10,-6.79,105629190,7550,13485,7550,13485
CBIBF M,2018-09,0.0,159672540,8100,20138,8100,20138
CBIBF M,2018-08,-2.41,165806910,8100,20521,8100,20521
CBIBF M,2018-07,-7.73,78292115,8300,9355,8300,9355
CBIBF M,2018-06,3.39,163842905,8995,18988,8995,18988
CBIBF M,2018-05,-1.14,119642820,8700,13858,8700,13858
CBIBF M,2018-04,0.0,378876365,8800,43615,8800,43615
CBIBF M,2018-03,-2.22,232080970,8800,26323,8800,26323
CBIBF M,2018-02,-1.1,394612175,9000,43739,9000,43739
CBIBF M,2018-01,-9.0,149065695,9100,16229,9100,16229
CBIBF M,2017-12,11.15,529259280,10000,56648,10000,40764
CBIBF M,2017-11,-2.2,191500705,8997,21505,44985,4301
CBIBF M,2017-10,-5.94,362537790,9199,39160,45995,7832
CBIBF M,2017-09,4.32,719163675,9780,79592,48900,15749
CBIBF M,2017-08,-0.99,1391632765,9375,150820,48000,29457
CBIBF M,2017-07,-3.04,1077880395,9469,116291,48480,22713
CBIBF M,2017-06,2.05,1382453495,9766,148091,50000,28924
CBIBF M,2017-05,-1.01,1058792725,9570,111365,49000,21751
CBIBF M,2017-04,-13.16,1014711215,9668,101212,49500,19768
CBIBF M,2017-03,1.78,1694274285,11133,152571,57000,29799
CBIBF M,2017-02,12.0,2323535135,10938,233645,56000,45634
CBIBF M,2017-01,16.15,1962713515,9766,217791,50000,42537
CBIBF M,2016-12,,216140275,8408,29706,43050,5802
CFAC M,2025-09,14.47,90050085,910,99036,910,99036
CFAC M,2025-08,20.45,80250605,795,116848,795,116848
CFAC M,2025-07,-2.94,64689385,660,97140,660,97140
CFAC M,2025-06,3.03,51701900,680,77986,680,77986
CFAC M,2025-05,10.0,35417765,660,55862,660,55862
CFAC M,2025-04,-2.44,19733155,600,34103,600,34103
CFAC M,2025-03,-1.6,15453580,615,25716,615,25716
CFAC M,2025-02,9.65,11608660,625,20210,625,20210
CFAC M,2025-01,-5.0,11645410,570,20265,570,20265
CFAC M,2024-12,-5.51,9428510,600,15619,600,15619
CFAC M,2024-11,-2.31,37718680,635,61197,635,61197
CFAC M,2024-10,-2.99,70833510,650,110587,650,110587
CFAC M,2024-09,-2.19,56736870,670,87059,670,87059
CFAC M,2024-08,0.74,18982280,685,28753,685,28753
CFAC M,2024-07,-2.86,16239315,680,24069,680,24069
CFAC M,2024-06,0.0,21936230,700,32234,700,32234
CFAC M,2024-05,-7.28,21500485,700,29731,700,29731
CFAC M,2024-04,-5.03,17408235,755,23288,755,23288
CFAC M,2024-03,0.63,25932345,795,33982,795,33982
CFAC M,2024-02,2.6,14595415,790,19958,790,19958
CFAC M,2024-01,-8.33,17301425,770,23059,770,23059
CFAC M,2023-12,-6.15,21556470,840,26040,840,26040
CFAC M,2023-11,13.29,75674000,895,86696,895,86696
CFAC M,2023-10,-6.51,50883450,790,66449,790,66449
CFAC M,2023-09,-8.15,16582890,845,18143,845,18143
CFAC M,2023-08,2.22,33478025,920,36317,920,36317
CFAC M,2023-07,11.11,38213610,900,46892,900,46892
CFAC M,2023-06,5.19,24189060,810,21893,810,21893
CFAC M,2023-05,-1.91,7240980,770,9469,770,9469
CFAC M,2023-04,-2.48,9937860,785,12767,785,12767
CFAC M,2023-03,-4.73,17839575,805,21127,805,21127
CFAC M,2023-02,9.74,19743885,845,22871,845,22871
CFAC M,2023-01,-17.2,33005340,770,39389,770,39389
CFAC M,2022-12,1.64,29238435,930,31586,930,31586
CFAC M,2022-11,-1.08,23507945,915,25625,915,25625
CFAC M,2022-10,8.82,21550990,925,24241,925,24241
CFAC M,2022-09,0.0,13921725,850,16296,850,16296
CFAC M,2022-08,0.0,46675815,850,55946,850,55946
CFAC M,2022-07,-3.41,54849270,850,63915,850,63915
CFAC M,2022-06,3.53,74980175,880,94029,880,94029
CFAC M,2022-05,-25.76,54632510,850,52705,850,52705
CFAC M,2022-04,-0.43,37826735,1145,34502,1145,34502
CFAC M,2022-03,-1.29,18899060,1150,16019,1150,16019
CFAC M,2022-02,-6.8,33855840,1165,28795,1165,28795
CFAC M,2022-01,5.04,24075420,1250,20433,1250,20433
CFAC M,2021-12,-14.7,82019320,1190,63921,1190,63921
CFAC M,2021-11,25.11,93322770,1395,77872,1395,77872
CFAC M,2021-10,32.74,42699290,1115,43599,1115,43599
CFAC M,2021-09,3.07,85371910,840,103427,840,103427
CFAC M,2021-08,13.19,37236765,815,47278,815,47278
CFAC M,2021-07,18.03,20224360,720,30596,720,30596
